"and above","and above"
"Delete Tier","Delete Tier"
"Product In Websites","Product In Websites"
"(Copy data from: %1)","(Copy data from: %1)"
"Add Video","Add Video"
"Delete video","Delete video"
"Product Alerts","Product Alerts"
"Allow Multiple Boxes for Shipping","Allow Multiple Boxes for Shipping"
"Save success","Save success"
"Marketplace - Module by","Marketplace - Module by"
Landofcoder,Landofcoder
"View My Store","View My Store"
Profile,Profile
"Log Out","Log Out"
"Upload Image Zip","Upload Image Zip"
"Upload Images Zip","Upload Images Zip"
"Images Zip","Images Zip"
"Credit Amount","Credit Amount"
"Total Sales","Total Sales"
"Total Orders","Total Orders"
"Total Products","Total Products"
"Sales Report Day ","Sales Report Day "
"Sales Report Month","Sales Report Month"
"Sales Report Year","Sales Report Year"
"Your top countries","Your top countries"
"Earning amount from country countries","Earning amount from country countries"
"Total Order","Total Order"
"Total Earning","Total Earning"
"Last Orders","Last Orders"
"Best Seller","Best Seller"
"Most Viewed Products","Most Viewed Products"
"Order Date","Order Date"
Product,Product
Id,Id
Amount,Amount
"Seller Blance","Seller Blance"
"Order Design","Order Design"
"Create At","Create At"
"Billing Address","Billing Address"
"Shipping Address","Shipping Address"
"<b>Order:</b> # %1","<b>Order:</b> # %1"
"Order Status","Order Status"
"Purchased From","Purchased From"
"Account Information ","Account Information "
"Return to Stock","Return to Stock"
"Qty to Refund","Qty to Refund"
"Tax Amount","Tax Amount"
"Discount Amount","Discount Amount"
"Row Total","Row Total"
"Admin Commission","Admin Commission"
"Seller Total","Seller Total"
Ordered,Ordered
Invoiced,Invoiced
"Payment Methods","Payment Methods"
"The order was placed using","The order was placed using"
"Credit Memo Comments","Credit Memo Comments"
"Comment Text","Comment Text"
"Order Totals","Order Totals"
Tax,Tax
Discount,Discount
"Refund Shipping","Refund Shipping"
"Adjustment Refund","Adjustment Refund"
"Adjustment Fee","Adjustment Fee"
"Grand Total","Grand Total"
"Append Comments","Append Comments"
"Visible on Frontend","Visible on Frontend"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"Refund Offline","Refund Offline"
"Refund Online","Refund Online"
Refund,Refund
"Invoice Date","Invoice Date"
"Bill to Name","Bill to Name"
"Grand Total (Base)","Grand Total (Base)"
"Grand Total (Purchased)","Grand Total (Purchased)"
"Bulk Actions","Bulk Actions"
"Invoice Design","Invoice Design"
"Export Pdf file","Export Pdf file"
"<b>Invoice</b> # %1","<b>Invoice</b> # %1"
"Invoice Totals","Invoice Totals"
"Shipping & Handling","Shipping & Handling"
"Seller Amount","Seller Amount"
Date,Date
Currency,Currency
"Cancel Order","Cancel Order"
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Send Email","Send Email"
"Are you sure you want to send an order email to customer?","Are you sure you want to send an order email to customer?"
"Are you sure you want to create invoice?","Are you sure you want to create invoice?"
"Credit Memo","Credit Memo"
"Are you sure you want to create credit memo for order?","Are you sure you want to create credit memo for order?"
Ship,Ship
"Are you sure you want to create ship for order?","Are you sure you want to create ship for order?"
"Item Status","Item Status"
"Tax Percent","Tax Percent"
Shipped,Shipped
"Track information","Track information"
"Shipped By","Shipped By"
"Tracking Number","Tracking Number"
"No shipping information available","No shipping information available"
Carrier,Carrier
"Refund Total","Refund Total"
Shipment,Shipment
"Table Shipment","Table Shipment"
"Ship Date","Ship Date"
"Order #","Order #"
"Ship to Name","Ship to Name"
"Total Quantity","Total Quantity"
"Shipment Design","Shipment Design"
"<b>Shipment</b> # %1","<b>Shipment</b> # %1"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Track this shipment","Track this shipment"
Number,Number
Add,Add
"Items Shipped","Items Shipped"
"Product Name","Product Name"
"Qty Shipped","Qty Shipped"
"Today's Sales","Today's Sales"
"Today's Earnings","Today's Earnings"
"Current Month's Sales","Current Month's Sales"
"Current Month's Earnings","Current Month's Earnings"
"Sales Report","Sales Report"
"Browse to find or drag image here(Size 1240x400)","Browse to find or drag image here(Size 1240x400)"
"Browse to find or drag image here(Size 200x200)","Browse to find or drag image here(Size 200x200)"
"Social Media","Social Media"
"Facebook Name","Facebook Name"
"Facebook Page ID","Facebook Page ID"
"Linkedin ID","Linkedin ID"
"Printerest ID","Printerest ID"
Welcome,Welcome
Online,Online
"Sender Name","Sender Name"
"Sender Email","Sender Email"
"Post a Reply","Post a Reply"
"Message History","Message History"
Sales,Sales
"Manage Product","Manage Product"
"Simple Product","Simple Product"
"Virtual Product","Virtual Product"
"Configurable Product","Configurable Product"
"Vacation Setting","Vacation Setting"
"Mass Import/Export","Mass Import/Export"
"Upload Image","Upload Image"
" Withdrawal"," Withdrawal"
"You can withdraw up to","You can withdraw up to"
"Min amount ","Min amount "
"Fee ","Fee "
"Amount to withdraw","Amount to withdraw"
" email account"," email account"
"  Info","  Info"
"You do not have the minimum amount to withdraw","You do not have the minimum amount to withdraw"
"Nick Name","Nick Name"
Rating,Rating
Comment,Comment
"All Review","All Review"
Author,Author
Guest,Guest
"Summary Rating","Summary Rating"
"Summary of Review","Summary of Review"
"Vacation Status","Vacation Status"
"Turn ON","Turn ON"
"Turn OFF","Turn OFF"
"Vacation Message","Vacation Message"
"Vacation Date From","Vacation Date From"
"Vacation Date To","Vacation Date To"
"Text display on button add to cart when seller on vacation","Text display on button add to cart when seller on vacation"
"Select Date","Select Date"
"Withdrawal information","Withdrawal information"
" Email Account"," Email Account"
"Net Amount","Net Amount"
"Admin Message","Admin Message"
"Withdrawal Request","Withdrawal Request"
"Your balance","Your balance"
Method,Method
"Withdrawals History","Withdrawals History"
"Total Amount Received","Total Amount Received"
Created,Created
"Store View:","Store View:"
"Stores Configuration","Stores Configuration"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Please confirm scope switching. All data that hasn't been saved will be lost."
"Insert Widget...","Insert Widget..."
"We don't recognize or support this file extension type.","We don't recognize or support this file extension type."
"Insert Variable...","Insert Variable..."
"Select All on This Page","Select All on This Page"
"Deselect All on This Page","Deselect All on This Page"
"Go to Details Page","Go to Details Page"
"We could not detect a size.","We could not detect a size."
"Image Detail","Image Detail"
"Warning message","Warning message"
"New Product Review","New Product Review"
"Here are the products you're about to create.","Here are the products you're about to create."
"Associated Products","Associated Products"
"You created these products for this configuration.","You created these products for this configuration."
"Disassociated Products","Disassociated Products"
"These products are not associated.","These products are not associated."
Ok,Ok
"Add Products to New Option","Add Products to New Option"
"Add Products to Option ""%1""","Add Products to Option ""%1"""
"Video Error","Video Error"
"Unknown video type","Unknown video type"
"Invalid video url","Invalid video url"
"Youtube API key is invalid","Youtube API key is invalid"
"Video cant be shown due to the following reason: ","Video cant be shown due to the following reason: "
"Video not found","Video not found"
"New Video","New Video"
"Edit Video","Edit Video"
"Images and Videos","Images and Videos"
Select...,Select...
Attributes,Attributes
"Landofcoder Extensions","Landofcoder Extensions"
"Market Place","Market Place"
"General Settings","General Settings"
"Seller List Url","Seller List Url"
"Seller Url Prefix","Seller Url Prefix"
"Seller Url Suffix","Seller Url Suffix"
"Rating Approval Required","Rating Approval Required"
"Seller Approval Required","Seller Approval Required"
"Seller Settings","Seller Settings"
"Need Admin Approval Product","Need Admin Approval Product"
"Seller Commission(%)","Seller Commission(%)"
"Enter global commission for sellers.If you don't using commission in http://yourdomain.com/admin/lofmarketplace/commission/index","Enter global commission for sellers.If you don't using commission in http://yourdomain.com/admin/lofmarketplace/commission/index"
"Sales Settings","Sales Settings"
"Can Send Email","Can Send Email"
"Email admin","Email admin"
"Can Create Ship","Can Create Ship"
"Can Create Refund","Can Create Refund"
"Seller Panel","Seller Panel"
"Favicon Icon","Favicon Icon"
"Default Title","Default Title"
"Header Icon","Header Icon"
"Header Text","Header Text"
"Footer Text","Footer Text"
"Email Settings","Email Settings"
"Enable Send Email","Enable Send Email"
"Email Sender","Email Sender"
"Choose template for emailing customer","Choose template for emailing customer"
"Choose template for emailing seller","Choose template for emailing seller"
"Choose template for email reply","Choose template for email reply"
"Choose email template for new rating","Choose email template for new rating"
"Choose email template for new order","Choose email template for new order"
"Choose email template for new invoice","Choose email template for new invoice"
"Choose email template for new shipment","Choose email template for new shipment"
"Choose email template for new seller register","Choose email template for new seller register"
"Choose email template for approve seller","Choose email template for approve seller"
"Choose email template for unapprove seller","Choose email template for unapprove seller"
"Choose email template for approve product","Choose email template for approve product"
"Choose email template for unapprove product","Choose email template for unapprove product"
"Seller Info On Product View Page","Seller Info On Product View Page"
"Enabled Seller Block","Enabled Seller Block"
"Show Seller Title","Show Seller Title"
"Show Seller Logo","Show Seller Logo"
"Show Seller Name","Show Seller Name"
"Show Seller Address","Show Seller Address"
"Show Seller Sales","Show Seller Sales"
"Show Seller Phone","Show Seller Phone"
"Show Seller Contact","Show Seller Contact"
"Text Contact","Text Contact"
"Seller List Page","Seller List Page"
"Number Seller Per Page","Number Seller Per Page"
"Empty to show all item","Empty to show all item"
"SEO - Search Engine Optimization","SEO - Search Engine Optimization"
"Grid Layout","Grid Layout"
"Number Column on Large Desktop","Number Column on Large Desktop"
"Large devices Desktops (≥1200px)","Large devices Desktops (≥1200px)"
"Number Column on Desktop","Number Column on Desktop"
"Medium devices Desktops (≥992px)","Medium devices Desktops (≥992px)"
"Number Column on Tablets","Number Column on Tablets"
"Small devices Tablets (≥768px)","Small devices Tablets (≥768px)"
"Number Column on Phones","Number Column on Phones"
"Extra small devices Phones (<768px)","Extra small devices Phones (<768px)"
"Group Page","Group Page"
"Seller Multi Shipping","Seller Multi Shipping"
"MarketPlace Seller List","MarketPlace Seller List"
"Get seller list","Get seller list"
"Select Static Block","Select Static Block"
"Number of Seller to Display","Number of Seller to Display"
"Number Item per Column","Number Item per Column"
"Addtion Class","Addtion Class"
"Carousel Layout","Carousel Layout"
"Number Columns On Page (Phones)","Number Columns On Page (Phones)"
"Show number items when screen size bellow 480px","Show number items when screen size bellow 480px"
"Number Columns On Page (Phones to Small tablets)","Number Columns On Page (Phones to Small tablets)"
"Show number items when screen size between 641px and 480px","Show number items when screen size between 641px and 480px"
"Number Columns On Page (Phones to tablets)","Number Columns On Page (Phones to tablets)"
"Show number items when screen size between 768px and 641px","Show number items when screen size between 768px and 641px"
"Number Columns On Page (Portrait tablets)","Number Columns On Page (Portrait tablets)"
"Show number items when screen size between 979px and 769px","Show number items when screen size between 979px and 769px"
"Number Columns On Page (Default)","Number Columns On Page (Default)"
"Show number items when screen size between 1199px and 980px","Show number items when screen size between 1199px and 980px"
"Number Columns On Page (Large display)","Number Columns On Page (Large display)"
"Show number items when screen size 1200px and up","Show number items when screen size 1200px and up"
Autoplay,Autoplay
"Autoplay Timeout","Autoplay Timeout"
"Item Per Page","Item Per Page"
Interval,Interval
RTL,RTL
Loop,Loop
"Show dots navigations","Show dots navigations"
"Show next/prev buttons.","Show next/prev buttons."
"Nav Prev Text","Nav Prev Text"
"Nav Next Text","Nav Next Text"
Template,Template
"Seller ID","Seller ID"
"Updated At","Updated At"
" ID"," ID"
"Seller Balance","Seller Balance"
"Delete items","Delete items"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
Disable,Disable
Enable,Enable
Active,Active
"Add New Group","Add New Group"
"Bill-to Name","Bill-to Name"
"Seller Email","Seller Email"
"Is Read","Is Read"
"Order ID","Order ID"
"Increment ID","Increment ID"
"Currency Code","Currency Code"
"Sort Order","Sort Order"
"Product ID","Product ID"
"Review ID","Review ID"
Image,Image
"Shop URL Key","Shop URL Key"
"Product Price","Product Price"
"Payment ID","Payment ID"
"Method Payment","Method Payment"
"Pay Action","Pay Action"
"List Seller","List Seller"
"Marketplace 1column","Marketplace 1column"
"Marketplace 2columns Left","Marketplace 2columns Left"
AttributeSetText,AttributeSetText
StatusText,StatusText
"PDF Invoices","PDF Invoices"
"Category Name","Category Name"
"Parent Category","Parent Category"
"Images And Videos","Images And Videos"
"Minimum Qty","Minimum Qty"
"Use Deferred Stock Update","Use Deferred Stock Update"
"Stock Status","Stock Status"
"Delete selected items?","Delete selected items?"
"Change status","Change status"
